gtype	start	end	strand	function	CCNA	CC	geneName	rpkM
CDS	5853123	5853347	-	Sec-independent protein translocase protein tatA	CCNA_02082	CC_2003		1202.68427707
CDS	5852324	5852989	-	chromosome segregation and condensation protein B scpB	CCNA_02083	CC_2004	scpB	55.2675249472
CDS	5851503	5852327	-	chromosome segregation and condensation protein fusion scpA	CCNA_02084	CC_2005	scpA	52.9048293679
CDS	5850469	5851506	-	anhydromuramoyl-peptide exo-beta-N-acetylglucosaminidase	CCNA_02085	CC_2006		190.111651787
CDS	5849672	5850472	-	cell division protein FtsN	CCNA_02086	CC_2007	ftsN	271.640856392
CDS	5848318	5849502	-	deoxyguanosinetriphosphate triphosphohydrolase	CCNA_02087	CC_2008		76.0085118613
CDS	5847518	5847892	-	hypothetical protein	CCNA_02089	CC_2010		52.3079430749
CDS	5845115	5845753	-	amino acid efflux permease	CCNA_02092	CC_2013		71.0532141701
CDS	5842217	5843134	-	MviM-like NAD-dependent oxidoreductase	CCNA_02094	CC_2015		145.561782484
CDS	5840635	5841003	-	CusF-family protein	CCNA_02096	CC_2017		175.898180676
CDS	5835963	5837378	-	Na+ driven multidrug efflux pump	CCNA_02099	CC_2020		91.8981775981
CDS	5835365	5835844	-	hypothetical protein	CCNA_02100	CC_2021		158.755556157
CDS	5833254	5833814	-	hypothetical protein	CCNA_02103	CC_2024		42.2583921377
CDS	5832919	5833254	-	GIY-YIG domain protein	CCNA_02104	CC_2025		41.6506424086
CDS	5832471	5832857	-	hypothetical protein	CCNA_02105	CC_2026		46.8749557196
CDS	5829437	5832196	-	TonB-dependent outer membrane receptor	CCNA_02106	CC_2027		50.7204917545
CDS	5827658	5829046	-	TolB protein precursor/tail-specific protease	CCNA_02108	CC_2028		34.3162562951
CDS	5825771	5827609	-	thiamine biosynthesis protein thiC	CCNA_02109	CC_2029	thiC	115.737750397
CDS	5825111	5825539	-	hypothetical protein	CCNA_02110	CC_2030		65.6171124723
CDS	5824545	5825099	-	pilF-related tetratricopeptide repeat protein	CCNA_02111	CC_2031		268.4326498
CDS	5822344	5822526	-	hypothetical protein	CCNA_02114	CC_2034		3.77319083069
CDS	5819334	5820131	-	hypothetical protein	CCNA_02116	CC_2036		6.97158100704
CDS	5818623	5819219	-	polyketide cyclase/lipid transport protein	CCNA_02117	CC_2037		11.6066450202
CDS	5816357	5818540	-	ATP-dependent helicase, dinG family	CCNA_02118	CC_2038		34.1730371887
CDS	5815639	5816352	-	hypothetical protein	CCNA_02119	NA		91.6433957386
CDS	5814693	5815661	-	tetratricopeptide repeat family protein	CCNA_02120	CC_2039		48.3463259269
CDS	5809831	5810292	-	hypothetical protein	CCNA_02124	CC_2043		184.763629585
CDS	5806663	5809587	-	polar development protein podJ	CCNA_02125	CC_2045	podJ	170.718384063
CDS	5804581	5806242	-	oxacillin resistance-associated protein fmtC	CCNA_02127	CC_2047		188.912049468
CDS	5800500	5801930	-	pyruvate kinase	CCNA_02130	CC_2051		47.3890786157
CDS	5798015	5800480	-	glucan 1,4-beta-glucosidase	CCNA_02131	CC_2052	celD	13.676065216
CDS	5796698	5797717	-	LacI-family transcriptional regulator	CCNA_02132	CC_2053		145.794691893
CDS	5795617	5796612	-	glucokinase	CCNA_02133	CC_2054	glk	241.077514475
CDS	5793794	5795602	-	phosphogluconate dehydratase	CCNA_02134	CC_2055	edd	269.869732049
CDS	5793089	5793787	-	6-phosphogluconolactonase	CCNA_02135	CC_2056	pgl	288.797614135
CDS	5791623	5793086	-	glucose-6-phosphate 1-dehydrogenase	CCNA_02136	CC_2057	zwf	683.110962546
CDS	5788465	5791341	-	endoglucanase H	CCNA_02137	CC_2058		46.3051441493
CDS	5787661	5788455	-	hypothetical protein	CCNA_02138	CC_2059		131.428504929
CDS	5787080	5787664	-	polar flagellum positioning protein pflI	CCNA_02139	CC_2060	pflI	61.4186526526
CDS	5785959	5787083	-	flagellar motor switch protein fliM	CCNA_02140	CC_2061	fliM	237.879867107
CDS	5785314	5785931	-	flagellar fliL protein	CCNA_02141	CC_2062	fliL	815.911305101
CDS	5778603	5780525	-	1-deoxy-D-xylulose 5-phosphate synthase	CCNA_02149	CC_2068	dxs	253.515292937
CDS	5777701	5778585	-	dimethylallyltransferase/geranyltranstransferase 	CCNA_02150	CC_2069		145.757251038
CDS	5777409	5777663	-	exodeoxyribonuclease VII small subunit	CCNA_02151	CC_2070		417.396093727
CDS	5776652	5777311	-	phosphoglycerate mutase	CCNA_02152	CC_2071		154.801322124
CDS	5775735	5776655	-	acetylspermidine deacetylase	CCNA_02153	CC_2072		34.016989653
CDS	5772408	5773820	-	hypothetical protein	CCNA_02156	CC_2075		30.3748397177
CDS	5772049	5772396	-	HipB-family transcriptional regulator	CCNA_02157	CC_2076		99.6179159775
CDS	5769764	5770273	-	hypothetical protein	CCNA_02160	CC_2079		53.3487908101
CDS	5766656	5767717	-	glutamate dehydrogenase/leucine dehydrogenase	CCNA_02164	CC_2082		368.488137308
CDS	5765535	5766593	-	lysophospholipase	CCNA_02165	CC_2083		18.4511488198
CDS	5764954	5765538	-	uracil DNA glycosylase superfamily protein	CCNA_02166	CC_2084		23.0423485297
CDS	5764278	5764910	-	glutathione S-transferase	CCNA_02167	CC_2085		73.6212997976
CDS	5763917	5764204	-	hypothetical protein	CCNA_03897	NA		149.215837497
CDS	5762622	5763245	-	glutathione S-transferase	CCNA_02170	CC_2088		30.250847784
CDS	5761279	5762559	-	nucleoside permease nupC	CCNA_02171	CC_2089		264.366866078
CDS	5757458	5757982	-	hypothetical protein	CCNA_02175	NA		22.5895923026
CDS	5753206	5754306	-	iron-sulfur cluster assembly/repair protein ApbC	CCNA_02180	CC_2095		169.086125374
CDS	5752453	5753118	-	phosphatase/phosphohexomutase family protein	CCNA_02181	CC_2096		170.349845283
CDS	5751578	5752456	-	phosphoserine phosphatase	CCNA_02182	CC_2097		116.550048869
CDS	5741938	5742378	-	endodeoxyribonuclease RusA	CCNA_02192	CC_2107	rusA	87.6749005687
CDS	5741447	5741980	-	hypothetical protein	CCNA_02193	CC_2108		91.5803917202
CDS	5739075	5739473	-	hypothetical protein	CCNA_02196	CC_2111		678.463485548
CDS	5738396	5738986	-	hypothetical protein	CCNA_02197	CC_2112		123.911549917
CDS	5737385	5738395	-	trans-isoprenyl diphosphate synthase	CCNA_02198	CC_2113		242.467287599
CDS	5736137	5736529	-	cytochrome c-family protein	CCNA_02200	CC_2115		53.6495991817
CDS	5735514	5736074	-	nucleoside 2-deoxyribosyltransferase	CCNA_02201	CC_2117		43.5486010954
CDS	5734067	5734645	-	YceI-like domain protein	CCNA_02203	CC_2119		267.191626658
CDS	5732909	5733928	-	ketol-acid reductoisomerase/2-dehydropantoate 2-reductase	CCNA_02204	CC_2120		367.221270936
CDS	5731672	5732628	-	hypothetical protein	CCNA_02205	NA		213.876660065
CDS	5728012	5729034	-	quinone oxidoreductase	CCNA_02209	CC_2125		3.79522392012
CDS	5724011	5725102	-	old yellow enzyme (OYE)-family NADH:flavin oxidoreductase	CCNA_02213	CC_2129		126.988248647
CDS	5722197	5723408	-	acyl-CoA dehydrogenase	CCNA_02215	CC_2131		59.5426570108
CDS	5721900	5722190	-	ABM family monooxygenase	CCNA_02216	CC_2132		141.225093775
CDS	5721476	5721778	-	hypothetical protein	CCNA_02217	CC_2133		376.721186016
CDS	5720682	5721377	-	DnaJ-like protein djlA	CCNA_02218	CC_2134		94.1092114424
CDS	5718159	5719607	-	beta-glucosidase	CCNA_02220	CC_2136		14.6575190243
CDS	5715237	5717936	-	methionine synthase I metH	CCNA_02221	CC_2137		228.898286484
CDS	5715059	5715247	-	hypothetical protein	CCNA_03963	NA		39.5945994918
CDS	5713983	5715059	-	5-methyltetrahydrofolate--homocysteine methyltransferase homocysteine-binding subunit	CCNA_02222	CC_2138		199.995109937
CDS	5713117	5713986	-	beta-lactamase, type II	CCNA_02223	CC_2139		119.259537045
CDS	5712176	5713120	-	methylenetetrahydrofolate reductase	CCNA_02224	CC_2140		251.82549846
CDS	5711202	5712179	-	ArsR family/SAM-dependent transcriptional regulator	CCNA_02225	CC_2141		119.662202797
CDS	5710781	5711158	-	glyoxalase family protein	CCNA_02226	CC_2142		267.820370662
CDS	5709877	5710749	-	LysR-family transcriptional regulator	CCNA_02227	CC_2143		14.4035025633
CDS	5708032	5708991	-	gluconate 2-dehydrogenase	CCNA_02230	CC_2147		48.159174952
CDS	5706223	5707890	-	ABC transporter ATP-binding protein	CCNA_02231	CC_2148		594.014615914
CDS	5702402	5702737	-	EF hand domain protein	CCNA_02234	CC_2151		32.9347429909
CDS	5696145	5697317	-	hypothetical protein	CCNA_02239	CC_2156		60.45604193
CDS	5695375	5696148	-	glycerophosphoryl diester phosphodiesterase	CCNA_02240	CC_2157		141.693052711
CDS	5694908	5695375	-	endoribonuclease L-PSP	CCNA_02241	CC_2158		220.878589745
CDS	5694299	5694733	-	PHB granule-associated protein, phasin2	CCNA_02242	CC_2159		1060.31684133
CDS	5691306	5692583	-	aminotransferase class I family protein	CCNA_02244	CC_2162		117.222163332
CDS	5691202	5691261	-	hypothetical protein	CCNA_03964	NA		29.830548824
CDS	5690753	5691205	-	DnaJ domain protein	CCNA_02245	CC_2164		64.5541353064
CDS	5689843	5690679	-	division plane positioning ATPase MipZ	CCNA_02246	CC_2165	mipZ	349.737219435
CDS	5688697	5688786	-	hypothetical protein	CCNA_02248	NA		161.283497477
CDS	5688224	5688622	-	conserved hypothetical cytosolic protein	CCNA_02249	CC_2167		423.850872722
CDS	5686052	5688016	-	methylcrotonyl-CoA carboxylase biotin-containing subunit	CCNA_02250	CC_2168		274.664062596
CDS	5685152	5685991	-	methylglutaconyl-CoA hydratase	CCNA_02251	CC_2169		494.93690017
CDS	5683538	5685130	-	methylcrotonyl-CoA carboxylase carboxyl transferase subunit	CCNA_02252	CC_2170		342.830639121
CDS	5680181	5681341	-	isovaleryl-CoA dehydrogenase	CCNA_02254	CC_2172		645.773596983
CDS	5678684	5679979	-	lysozyme-family localization factor spmX	CCNA_02255	CC_2173	spmX	56.3283652473
CDS	5677109	5678578	-	Mg2+ transporter mgtE	CCNA_02256	CC_2174		47.4771226664
tRNA	5676876	5676960	-	tRNA-Leu	CCNA_R0052	CC_t30		1923.86998489
CDS	5676479	5676790	-	fliN family protein	CCNA_02257	CC_2175		125.856727857
CDS	5674529	5674933	-	hypothetical protein	CCNA_02260	CC_2178		302.085482582
CDS	5672436	5674445	-	propionyl-CoA carboxylase biotin-containing subunit	CCNA_02261	CC_2179		205.236164763
CDS	5667259	5667834	-	thiJ/PfpI family	CCNA_02264	CC_2182		41.5049267513
CDS	5664274	5664921	-	laminin G domain protein	CCNA_02268	CC_2186		12.4924887207
tRNA	5663975	5664059	-	tRNA-Leu	CCNA_R0053	CC_t31		13296.7466826
CDS	5662254	5662763	-	MarR-family transcriptional regulator	CCNA_02270	CC_2188		86.7571052688
CDS	5661241	5662026	-	stalk cross-band protein StpD	CCNA_02271	CC_2189	stpD	182.853276958
CDS	5660930	5661172	-	hypothetical protein	CCNA_02272	CC_2190		212.753984238
CDS	5660647	5660895	-	glutathione peroxidase	CCNA_02273	CC_2191		987.528420774
CDS	5660036	5660521	-	EF-Hand domain protein	CCNA_02274	CC_2192		79.1393474263
CDS	5659254	5660039	-	ABC transporter, periplasmic component	CCNA_02275	NA		57.926463236
CDS	5651899	5652462	-	HNH endonuclease family protein	CCNA_02283	CC_2200		30.4298016678
CDS	5651095	5651736	-	DNA-3-methyladenine glycosylase II	CCNA_02284	CC_2201		22.5485116907
CDS	5650561	5651043	-	transcription elongation factor GreB	CCNA_02285	CC_2202	greB	39.2197839001
CDS	5650273	5650383	-	hypothetical protein	CCNA_02286	CC_2203		31.5944350283
CDS	5648182	5648493	-	MarR/EmrR family transcriptional regulator	CCNA_02289	CC_2206		50.8920888598
CDS	5647526	5648173	-	hypothetical protein	CCNA_02290	CC_2207		115.115035421
CDS	5646270	5647508	-	hypothetical protein	CCNA_02291	CC_2208		11.4881888106
CDS	5645340	5646068	-	acetyltransferase	CCNA_02292	CC_2209		56.6272149484
CDS	5644711	5645343	-	thiol:disulfide interchange protein tlpA	CCNA_02293	CC_2210		264.253005701
CDS	5640998	5641579	-	hypoxanthine-guanine phosphoribosyltransferase	CCNA_02297	CC_2214		155.31117811
CDS	5640097	5641056	-	MJ0042 family finger-like domain protein	CCNA_02298	CC_2215		155.216017686
CDS	5636578	5637123	-	cation transport protein chaC	CCNA_02303	CC_2220		180.233512483
CDS	5631528	5632382	-	hypothetical protein	CCNA_02308	CC_2225		10.8494043456
CDS	5627475	5628365	-	TraB superfamily protein	CCNA_02312	CC_2229		386.97271458
CDS	5626443	5627381	-	alpha/beta hydrolase family protein	CCNA_02313	CC_2230		15.0617800563
CDS	5625651	5626325	-	hypothetical protein	CCNA_02314	CC_2231		22.5408802093
CDS	5625429	5625623	-	Cro/CI-family transcriptional regulator	CCNA_02315	CC_2232		76.333279953
CDS	5624917	5625432	-	hypothetical protein	CCNA_02316	CC_2233		61.6789118937
CDS	5624570	5625007	-	hypothetical protein	CCNA_02317	CC_2234		97.0842862196
CDS	5624278	5624541	-	hypothetical protein	CCNA_02318	CC_2235		128.389287201
CDS	5623643	5624161	-	hypothetical protein	CCNA_02319	CC_2236		22.1330109033
CDS	5622499	5623524	-	2'-deoxycytidine 5'-triphosphate deaminase	CCNA_02320	CC_2237		240.442588744
CDS	5619128	5620036	-	heat shock protein 33 hsp33	CCNA_02324	CC_2241	hsp33	222.291919841
CDS	5617975	5618910	-	ornithine carbamoyltransferase	CCNA_02325	CC_2242		230.009333897
CDS	5616640	5617857	-	acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase	CCNA_02326	CC_2243		675.754314486
CDS	5615664	5616485	-	ABC transporter permease protein	CCNA_02327	CC_2244		187.607466828
CDS	5610437	5611381	-	lipid A biosynthesis lauroyl acyltransferase	CCNA_02333	CC_2250		156.503623325
CDS	5608070	5609050	-	lysophospholipase L2	CCNA_02336	CC_2253		42.4203595616
CDS	5607758	5608066	-	nonspecific lipid-transfer protein	CCNA_02337	CC_2254		2133.33532793
CDS	5606992	5607669	-	hypothetical protein	CCNA_02338	CC_2255		198.450447442
CDS	5606099	5606995	-	methyltransferase	CCNA_02339	NA		487.59237284
CDS	5605212	5606054	-	methyltransferase	CCNA_02340	CC_2257		190.654265475
CDS	5603178	5604443	-	hypothetical protein with pentapeptide repeats	CCNA_02342	CC_2259		331.757537121
CDS	5601816	5603075	-	hypothetical protein with pentapeptide repeats	CCNA_02343	CC_2260		62.1632007279
CDS	5601010	5601723	-	phosphoglycerate mutase	CCNA_02344	CC_2261		134.771695649
CDS	5595294	5595923	-	uracil phosphoribosyltransferase	CCNA_02351	CC_2268		76.9859381864
CDS	5593068	5595242	-	membrane-bound aldehyde dehydrogenase, large subunit	CCNA_02352	CC_2269		142.792583579
CDS	5592601	5593065	-	membrane-bound aldehyde dehydrogenase iron-sulfur protein	CCNA_02353	CC_2270		148.102544677
CDS	5589498	5590466	-	D-alanyl-D-alanine dipeptidase	CCNA_02356	CC_2273		35.0041276347
CDS	5587863	5589359	-	methylmalonic acid semialdehyde dehydrogenase	CCNA_02357	CC_2274		215.351984667
CDS	5587263	5587787	-	FMN reductase	CCNA_02358	CC_2275		77.7656521529
CDS	5586189	5587223	-	hypothetical protein	CCNA_02359	CC_2276		76.6805819153
CDS	5585383	5586303	-	glycosyl transferase family 2 protein	CCNA_02360	CC_2277		36.7725466689
CDS	5584232	5585383	-	polysaccharide biosynthesis protein celD	CCNA_02361	CC_2278		116.026092106
CDS	5583643	5584137	-	GAF domain-containing protein	CCNA_02362	CC_2279		137.652159768
CDS	5580778	5583123	-	methyl-accepting chemotaxis protein	CCNA_02364	CC_2281		88.5450199014
CDS	5578339	5580654	-	glucoamylase	CCNA_02365	CC_2282		17.1012474474
CDS	5576794	5578305	-	cytoplasmic membrane maltose transporter malY	CCNA_02366	CC_2283	malY	15.9496052081
CDS	5573819	5575462	-	alpha-glucosidase	CCNA_02368	CC_2285		17.1503457922
CDS	5572029	5573843	-	alpha-amylase	CCNA_02369	CC_2286		8.55483625291
CDS	5567083	5567226	-	hypothetical protein	CCNA_02372	CC_2289		181.519646714
CDS	5566185	5567111	-	transposase	CCNA_02373	CC_2290		47.2567354699
CDS	5565925	5566191	-	transposase	CCNA_02374	CC_2291		388.258212606
CDS	5565603	5565866	-	hypothetical protein	CCNA_02375	CC_2292		18.193835731
CDS	5564617	5565339	-	hypothetical protein	CCNA_02377	CC_2293		41.925418368
tRNA	5564316	5564391	-	tRNA-Ile	CCNA_R0055	CC_t33		15.9393795479
CDS	5562871	5563350	-	hypothetical protein	CCNA_02379	NA		155.714455367
CDS	5562511	5562867	-	aspartate 1-decarboxylase	CCNA_02380	CC_2295		232.565370191
CDS	5559919	5560788	-	alpha/beta hydrolase family protein	CCNA_02383	CC_2298		155.006069033
CDS	5558046	5559836	-	very-long-chain acyl-CoA synthetase	CCNA_02384	CC_2299		331.778585777
CDS	5556471	5557850	-	3-deoxy-7-phosphoheptulonate synthase	CCNA_02385	CC_2300		96.2113654816
CDS	5555134	5556357	-	O-antigen ligase related enzyme	CCNA_02386	CC_2301		117.640694932
CDS	5553737	5555137	-	glutathione reductase	CCNA_02387	CC_2302		229.667459454
CDS	5553011	5553694	-	ribose 5-phosphate isomerase	CCNA_02388	CC_2303		283.504003287
CDS	5551626	5553014	-	glucosamine-1-phosphate acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase	CCNA_02389	CC_2304		186.614675411
CDS	5547807	5548469	-	glutathione S-transferase	CCNA_02394	CC_2309		95.6232949875
CDS	5547370	5547699	-	hypothetical protein	CCNA_02395	CC_2310		644.919854808
CDS	5546470	5547198	-	GST / metaxin-like protein	CCNA_02396	CC_2311		41.9500855806
CDS	5544666	5545661	-	endo-1,4-beta-xylanase	CCNA_02398	CC_2313		23.0906557977
CDS	5543798	5544604	-	23S rRNA methyltransferase	CCNA_02399	CC_2314		41.6857240688
CDS	5542515	5543771	-	transporter, major facilitator superfamily	CCNA_02400	CC_2315		15.1592756261
CDS	5539708	5541252	-	methyl-accepting chemotaxis protein	CCNA_02402	CC_2317		158.084806174
CDS	5535199	5535963	-	hydrolase, nudix family	CCNA_02407	CC_2322		50.2134210919
CDS	5533995	5535128	-	hypothetical protein	CCNA_02408	CC_2323		64.1402600833
CDS	5529859	5530725	-	putative lytic transglycosylase PleA	CCNA_02411	CC_2326	pleA	53.1433989435
CDS	5527696	5528859	-	acyl-CoA dehydrogenase	CCNA_02413	CC_2328		170.864671304
CDS	5526651	5527667	-	DadA-related amino acid oxidase	CCNA_02414	CC_2329		173.579373089
tRNA	5522438	5522514	-	tRNA-His	CCNA_R0057	CC_t35		168.729717786
CDS	5521578	5522309	-	TonB1 protein	CCNA_02419	NA	tonB1	6877.38499765
CDS	5521133	5521567	-	TonB accessory protein exbD	CCNA_02420	CC_2335	exbD	14185.7374378
CDS	5520219	5521127	-	TonB accessory protein exbB	CCNA_02421	CC_2336	exbB	8169.93186806
CDS	5518478	5519305	-	short chain dehydrogenase	CCNA_02422	CC_2337		49.6041961733
CDS	5518041	5518481	-	hypothetical protein	CCNA_02423	NA		184.558858995
tRNA	5517126	5517201	-	tRNA-Phe	CCNA_R0058	CC_t36		465.310337453
CDS	5516853	5517026	-	non-essential pilus assembly protein	CCNA_02425	CC_2340		51.6408415664
CDS	5515795	5516856	-	ribonuclease, CafA family	CCNA_02426	CC_2341		142.301587548
CDS	5515193	5515798	-	septum formation protein Maf	CCNA_02427	CC_2342		159.575020438
CDS	5514967	5515185	-	translation initiation factor 1 (IF-1)	CCNA_02428	CC_2343		1053.67668806
CDS	5514412	5514870	-	arsenate reductase	CCNA_02429	CC_2344		51.9988399592
CDS	5513930	5514409	-	conserved hypothetical cytosolic protein	CCNA_02430	CC_2345		67.5856258465
CDS	5512622	5513908	-	histidinol dehydrogenase	CCNA_02431	CC_2346		84.6492518188
CDS	5511110	5512576	-	nucleobase-cation-symport-1 (NCS1) transporter	CCNA_02432	CC_2347		21.01770716
CDS	5510795	5510989	-	hypothetical protein	CCNA_02433	CC_2348		41.9794213048
CDS	5510167	5510607	-	hypothetical protein	CCNA_02434	CC_2349		500.915062057
CDS	5508875	5510164	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	CCNA_02435	CC_2350		228.774825624
CDS	5508328	5508777	-	hypothetical protein	CCNA_02436	CC_2351		250.219922228
CDS	5507140	5508048	-	LysR-family transcriptional regulator	CCNA_02437	CC_2352		22.6986233701
CDS	5504662	5505954	-	transporter, major facilitator superfamily	CCNA_02439	CC_2354		9.18850373832
CDS	5503612	5504652	-	SalR-family ligand-binding transcriptional regulator	CCNA_02440	CC_2355		11.5728163784
CDS	5501600	5503102	-	beta-xylosidase II	CCNA_02442	CC_2357	xynB2	12.5068452976
CDS	5500578	5501438	-	carboxymethylenebutenolidase	CCNA_02443	CC_2358		32.9510109697
CDS	5499481	5500512	-	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	CCNA_02444	CC_2359		43.6430096909
CDS	5497530	5498693	-	glutathionylspermidine synthase family	CCNA_02446	CC_2361		204.341887251
CDS	5496772	5497530	-	PspA/IM30 family regulatory protein	CCNA_02447	CC_2362		528.70354947
CDS	5496077	5496748	-	hypothetical protein	CCNA_02448	CC_2363		389.186991682
CDS	5492867	5493370	-	protein tyrosine phosphatase	CCNA_02453	CC_2368		7.51111635443
CDS	5489304	5492882	-	N-methylhydantoinase HyuB	CCNA_02454	CC_2369		28.2455247189
CDS	5488595	5489170	-	conserved integral membrane protein	CCNA_02455	CC_2370		38.6867558951
CDS	5487522	5488259	-	ribonuclease III	CCNA_02456	CC_2371		9.56967518983
CDS	5486421	5487428	-	nitropropane dioxygenase/trans-enoyl-CoA reductase family protein	CCNA_02457	CC_2372		82.4600397855
CDS	5482190	5482651	-	hypothetical protein	CCNA_02460	CC_2375		111.306550428
CDS	5481689	5482153	-	hypothetical protein	CCNA_02461	CC_2376		208.346543721
CDS	5479855	5480829	-	UDP-N-acetylglucosamine 4-epimerase	CCNA_02463	CC_2378		53.9349368506
CDS	5478545	5479852	-	UDP-glucose 6-dehydrogenase	CCNA_02464	CC_2379		170.972633602
CDS	5475969	5477276	-	UDP-glucose 6-dehydrogenase	CCNA_02465	CC_2382		140.541945204
CDS	5474934	5475917	-	UDP-glucose 4-epimerase	CCNA_02466	CC_2383		78.4973946344
CDS	5474239	5474892	-	polyisoprenylphosphate hexose-1-phosphotransferase pssZ	CCNA_02467	CC_2384	pssZ	313.540512942
CDS	5473938	5474195	-	hypothetical protein	CCNA_02468	CC_2385		17.3139965826
CDS	5472177	5473181	-	DNA integration/recombination/inversion protein	CCNA_02470	CC_2387		4.88173236304
CDS	5465898	5466374	-	MarR-family transcriptional regulator	CCNA_02474	CC_2391		146.306796305
CDS	5465076	5465810	-	transcriptional regulator vanR	CCNA_02475	CC_2392	vanR	68.7609653336
CDS	5461975	5462877	-	dihydrolipoamide acetyltransferase component of acetoin cleaving system	CCNA_02478	CC_2395		13.4118493625
CDS	5460849	5461949	-	aryl-alcohol dehydrogenase	CCNA_02479	CC_2396		14.9471133588
CDS	5459373	5460836	-	NAD-dependent benzaldehyde dehydrogenase II	CCNA_02480	CC_2397		3.81042626652
CDS	5456750	5459323	-	TonB-dependent receptor	CCNA_02481	CC_2398		4.05680121579
CDS	5455687	5456625	-	AraC-family transcriptional regulator	CCNA_02482	CC_2399		15.7003737289
CDS	5454147	5455637	-	4-coumarate--CoA ligase	CCNA_02483	CC_2400		10.6352329641
CDS	5453276	5454103	-	trans-feruloyl-CoA hydratase	CCNA_02484	CC_2401		18.6646669424
CDS	5451811	5453223	-	vanillin dehydrogenase	CCNA_02485	CC_2402		9.78630526045
CDS	5450806	5451696	-	AraC-family transcriptional regulator	CCNA_02486	CC_2403		48.1362106622
CDS	5439903	5441477	-	aminotransferase domain protein	CCNA_02496	CC_2414		18.9477223825
CDS	5438086	5439891	-	hypothetical protein	CCNA_02497	CC_2415		16.7622963525
CDS	5429645	5429785	-	transposase/integrase-related peptide	CCNA_02506	CC_2424		31.3372723722
tRNA	5429351	5429441	-	tRNA-Ser	CCNA_R0062	CC_t39		3583.72602171
CDS	5423291	5424559	-	polysaccharide polymerase hfsC	CCNA_02511	CC_2429	hfsC	30.2036797763
CDS	5422593	5423294	-	polysaccharide autokinase-related protein hfsB	CCNA_02512	CC_2430	hfsB	205.725393982
CDS	5421012	5422550	-	holdfast synthesis protein HfsA	CCNA_02513	CC_2431; frameshifted variant	hfsA	70.8633329507
CDS	5419865	5420143	-	TPR repeat/SEL1 family protein	CCNA_02515	CC_2433		885.456528652
CDS	5418967	5419692	-	glutathione S-transferase	CCNA_02516	CC_2434		87.2628338085
CDS	5416684	5418180	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	CCNA_02518	CC_2436		586.010277563
CDS	5416684	5418180	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	CCNA_02518	CC_2436		586.010277563
CDS	5415209	5416678	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A	CCNA_02519	CC_2437		360.366709468
CDS	5415209	5416678	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A	CCNA_02519	CC_2437		360.366709468
CDS	5414922	5415209	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	CCNA_02520	CC_2438		600.35451687
CDS	5414922	5415209	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	CCNA_02520	CC_2438		600.35451687
CDS	5412415	5412906	-	hypothetical protein	CCNA_03899	NA		62.1392824023
CDS	5405488	5406270	-	proline-rich hypothetical protein	CCNA_02531	CC_2449		11.0618886927
CDS	5405179	5405382	-	hypothetical protein	CCNA_02532	NA		12.4702204699
CDS	5404906	5404995	-	hypothetical protein	CCNA_03969	NA		272.899888282
CDS	5404726	5404896	-	hypothetical protein	CCNA_02534	NA		81.1845731641
CDS	5397814	5398836	-	endoglucanase E	CCNA_02538	CC_2454		27.620467375
CDS	5395153	5396451	-	N-acyl-L-amino acid amidohydrolase	CCNA_02540	CC_2456		250.92571321
CDS	5393116	5393388	-	hypothetical protein	CCNA_02544	CC_2460		46.5032857961
CDS	5391386	5393059	-	alkaline phosphatase	CCNA_02545	CC_2461		93.6712774326
CDS	5389915	5391279	-	GGDEF/response regulator protein PleD	CCNA_02546	CC_2462	pleD	121.951317131
CDS	5389541	5389918	-	response regulator receiver protein DivK	CCNA_02547	CC_2463	divK	472.683565524
CDS	5382763	5383197	-	adenosine 5'-monophosphoramidase	CCNA_02555	CC_2470		99.7867451529
CDS	5379129	5379623	-	NTF2 superfamily protein	CCNA_02559	CC_2474		40.2941074818
CDS	5378367	5379005	-	stalk cross-band protein StpC	CCNA_02560	CC_2475	stpC	66.6976976398
CDS	5376946	5378370	-	stalk cross-band protein StpB	CCNA_02561	CC_2476	stpB	97.113326459
CDS	5375344	5376945	-	stalk cross-band protein StpA	CCNA_02562	CC_2477	stpA	85.0621605533
CDS	5373858	5375081	-	acyl-CoA dehydrogenase	CCNA_02563	CC_2478		20.9222587883
CDS	5372729	5373844	-	acyl-CoA dehydrogenase, short-chain specific	CCNA_02564	CC_2479		10.9388991057
CDS	5364662	5365291	-	glutathione S-transferase	CCNA_02569	CC_2484		74.2987611994
CDS	5358328	5358642	-	hypothetical protein	CCNA_02575	CC_2490		1039.79808763
CDS	5356017	5356661	-	TetR-family transcriptional regulator	CCNA_02578	CC_2493		23.5705119579
CDS	5352511	5352702	-	hypothetical protein	CCNA_03970	NA		19.5274002983
