Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
5850121	5850122	CCNA_02835	CCNA_02836			TRUE	0.905	-3.000	0.087	NA		NA
5850122	5850123	CCNA_02836	CCNA_02837			TRUE	0.696	17.000	0.062	NA		NA
5850123	5850124	CCNA_02837	CCNA_02838			FALSE	0.226	27.000	0.000	1.000		NA
5850124	5850125	CCNA_02838	CCNA_02839			FALSE	0.005	278.000	0.000	1.000		NA
5850126	5850127	CCNA_02840	CCNA_02841			FALSE	0.065	88.000	0.000	NA		NA
5850128	5850129	CCNA_02842	CCNA_02843		parE-3	TRUE	0.728	5.000	0.023	NA		NA
5850129	5850130	CCNA_02843	CCNA_02844	parE-3	parD-3	FALSE	0.306	13.000	0.000	NA		NA
5850130	5850131	CCNA_02844	CCNA_02845	parD-3		FALSE	0.119	33.000	0.000	NA		NA
5850131	5850132	CCNA_02845	CCNA_02846			FALSE	0.006	443.000	0.025	1.000	N	NA
5850132	5850133	CCNA_02846	CCNA_02847			TRUE	0.733	180.000	0.750	NA	Y	NA
5850133	5850134	CCNA_02847	CCNA_02848			TRUE	0.991	-3.000	0.400	NA	Y	NA
5850134	5850135	CCNA_02848	CCNA_02849			TRUE	0.657	155.000	0.021	0.002	Y	NA
5850135	5850136	CCNA_02849	CCNA_02850			TRUE	0.967	-3.000	0.016	1.000	Y	NA
5850138	5850139	CCNA_02852	CCNA_02853			FALSE	0.168	161.000	0.046	NA		NA
5850139	5850140	CCNA_02853	CCNA_02854			TRUE	0.923	131.000	0.713	1.000	Y	NA
5850140	5850141	CCNA_02854	CCNA_02855			TRUE	0.851	19.000	0.287	NA		NA
5850141	5850142	CCNA_02855	CCNA_02856			FALSE	0.065	129.000	0.000	NA		NA
5850142	5850143	CCNA_02856	CCNA_02857			FALSE	0.299	-12.000	0.000	NA		NA
5850143	5850144	CCNA_02857	CCNA_02858			FALSE	0.124	32.000	0.000	NA		NA
5850144	5850145	CCNA_02858	CCNA_02859			TRUE	0.933	-3.000	0.149	NA		NA
5850145	5850146	CCNA_02859	CCNA_02860			FALSE	0.048	163.000	0.000	1.000		NA
5850146	5850147	CCNA_02860	CCNA_02861			TRUE	0.581	89.000	0.250	NA		NA
5850147	5850148	CCNA_02861	CCNA_02862			FALSE	0.148	-364.000	0.000	NA		NA
5850148	5850149	CCNA_02862	CCNA_02863			TRUE	0.646	125.000	0.333	NA		NA
5850149	5850150	CCNA_02863	CCNA_02864			TRUE	0.939	-3.000	0.179	NA		NA
5850150	5850151	CCNA_02864	CCNA_02865			TRUE	0.965	0.000	0.390	NA		NA
5850153	5850154	CCNA_02867	CCNA_02868			TRUE	0.914	-3.000	0.100	NA		NA
5850154	5850155	CCNA_02868	CCNA_02869			TRUE	0.961	-3.000	0.344	NA		NA
5850155	5850156	CCNA_02869	CCNA_02870			TRUE	0.581	156.000	0.577	NA		NA
5850156	5850157	CCNA_02870	CCNA_02871			TRUE	0.527	16.000	0.021	NA		NA
5850157	5850158	CCNA_02871	CCNA_02872			FALSE	0.077	112.000	0.000	NA		NA
5850160	5850161	CCNA_02874	CCNA_02875			TRUE	0.869	-10.000	0.156	NA		NA
5850161	5850162	CCNA_02875	CCNA_02877			TRUE	0.813	13.000	0.088	NA		NA
5850164	5850165	CCNA_02878	CCNA_02879			FALSE	0.060	75.000	0.000	NA		NA
5850165	5850166	CCNA_02879	CCNA_02880			FALSE	0.063	131.000	0.000	NA		NA
5850168	5850169	CCNA_02882	CCNA_02883			TRUE	0.959	15.000	0.667	0.040	N	NA
5850169	5850170	CCNA_02883	CCNA_02884			FALSE	0.110	148.000	0.000	1.000	N	NA
5850171	5850172	CCNA_02885	CCNA_02886			TRUE	0.606	149.000	0.442	NA	N	NA
5850172	5850173	CCNA_02886	CCNA_02887			FALSE	0.137	230.000	0.365	NA		NA
5850173	5850174	CCNA_02887	CCNA_02888			FALSE	0.280	160.000	0.103	NA		NA
5850176	5850177	CCNA_02890	CCNA_02891			FALSE	0.062	64.000	0.000	NA		NA
5850177	5850178	CCNA_02891	CCNA_02892			FALSE	0.061	70.000	0.000	NA		NA
5850179	5850180	CCNA_02893	CCNA_02894			TRUE	0.655	170.000	0.083	0.013	Y	NA
5850180	5850181	CCNA_02894	CCNA_02895			FALSE	0.330	145.000	0.056	1.000	N	NA
5850182	5850183	CCNA_02896	CCNA_02897			TRUE	0.970	-3.000	0.500	NA		NA
5850183	5850184	CCNA_02897	CCNA_02898			FALSE	0.025	169.000	0.000	NA		NA
5850184	5850185	CCNA_02898	CCNA_02899			TRUE	0.960	-3.000	0.333	NA		NA
5850186	5850187	CCNA_02900	CCNA_02901			TRUE	0.564	4.000	0.000	1.000		NA
5850187	5850188	CCNA_02901	CCNA_02902			FALSE	0.003	411.000	0.000	1.000	N	NA
5850189	5850190	CCNA_02903	CCNA_02904			TRUE	0.806	127.000	0.800	1.000	N	NA
5850190	5850191	CCNA_02904	CCNA_02905			FALSE	0.105	93.000	0.000	1.000		NA
5850191	5850192	CCNA_02905	CCNA_02906			FALSE	0.107	94.000	0.000	1.000		NA
5850192	5850193	CCNA_02906	CCNA_R0072			FALSE	0.050	143.000	0.000	NA		NA
5850193	5850194	CCNA_R0072	CCNA_02907			FALSE	0.279	14.000	0.000	NA		NA
5850197	5850198	CCNA_02910	CCNA_02911			FALSE	0.003	279.000	0.000	NA		NA
5850199	5850200	CCNA_02912	CCNA_02913			TRUE	0.870	0.000	0.053	NA		NA
5850200	5850201	CCNA_02913	CCNA_02914			FALSE	0.001	429.000	0.000	NA		NA
5850201	5850202	CCNA_02914	CCNA_02915			FALSE	0.181	22.000	0.000	NA		NA
5850202	5850203	CCNA_02915	CCNA_02916			TRUE	0.961	10.000	0.720	NA		NA
5850203	5850204	CCNA_02916	CCNA_02917			TRUE	0.801	19.000	0.168	NA		NA
5850204	5850205	CCNA_02917	CCNA_02918			TRUE	0.909	9.000	0.193	NA		NA
5850205	5850206	CCNA_02918	CCNA_02919			TRUE	0.936	-3.000	0.161	NA		NA
5850206	5850207	CCNA_02919	CCNA_02920			TRUE	0.938	-3.000	0.172	NA		NA
5850207	5850208	CCNA_02920	CCNA_02921			TRUE	0.977	-3.000	0.724	NA		NA
5850209	5850210	CCNA_02922	CCNA_02923			FALSE	0.013	192.000	0.000	NA		NA
5850210	5850211	CCNA_02923	CCNA_02924			FALSE	0.001	372.000	0.000	NA		NA
5850212	5850213	CCNA_02925	CCNA_02926			FALSE	0.003	280.000	0.000	NA		NA
5850213	5850214	CCNA_02926	CCNA_02927			FALSE	0.044	149.000	0.000	NA		NA
5850214	5850215	CCNA_02927	CCNA_02928			FALSE	0.306	13.000	0.000	NA		NA
5850215	5850216	CCNA_02928	CCNA_02929			FALSE	0.495	-3.000	0.000	NA		NA
5850217	5850218	CCNA_02930	CCNA_02931			FALSE	0.051	162.000	0.000	1.000		NA
5850219	5850220	CCNA_02932	CCNA_02933			FALSE	0.013	192.000	0.000	NA		NA
5850220	5850221	CCNA_02933	CCNA_02934			FALSE	0.329	148.000	0.095	NA		NA
5850223	5850224	CCNA_02936	CCNA_02937			FALSE	0.076	103.000	0.000	NA		NA
5850224	5850225	CCNA_02937	CCNA_02938			FALSE	0.495	-3.000	0.000	NA		NA
5850225	5850226	CCNA_02938	CCNA_02939			FALSE	0.066	91.000	0.000	NA		NA
5850226	5850227	CCNA_02939	CCNA_02940			TRUE	0.970	-3.000	0.500	NA		NA
5850227	5850228	CCNA_02940	CCNA_02941		greA	FALSE	0.111	155.000	0.004	1.000	N	NA
5850228	5850229	CCNA_02941	CCNA_02942	greA		FALSE	0.229	114.000	0.012	NA	N	NA
5850233	5850234	CCNA_02946	CCNA_02947		flmD	TRUE	0.957	-3.000	0.000	1.000	Y	NA
5850234	5850235	CCNA_02947	CCNA_02948	flmD		FALSE	0.495	-3.000	0.000	NA		NA
5850235	5850236	CCNA_02948	CCNA_02949		flmE	FALSE	0.002	337.000	0.000	NA		NA
5850236	5850237	CCNA_02949	CCNA_02950	flmE	flmF	FALSE	0.495	-3.000	0.000	NA		NA
5850237	5850238	CCNA_02950	CCNA_02951	flmF		FALSE	0.495	-3.000	0.000	NA		NA
5850238	5850239	CCNA_02951	CCNA_02952			FALSE	0.004	257.000	0.000	NA		NA
5850239	5850240	CCNA_02952	CCNA_02953			FALSE	0.495	-3.000	0.000	NA		NA
5850240	5850241	CCNA_02953	CCNA_02954			FALSE	0.003	344.000	0.000	1.000		NA
5850242	5850243	CCNA_02955	CCNA_02956			TRUE	0.798	5.000	0.042	NA		NA
5850243	5850244	CCNA_02956	CCNA_02957			TRUE	0.593	-34.000	0.028	NA	N	NA
5850245	5850246	CCNA_02958	CCNA_02959			FALSE	0.182	-64.000	0.000	NA		NA
5850246	5850247	CCNA_02959	CCNA_02960			FALSE	0.096	68.000	0.000	1.000		NA
5850252	5850253	CCNA_02965	CCNA_02966			TRUE	0.761	10.000	0.021	1.000	N	NA
5850254	5850255	CCNA_02967	CCNA_02968			FALSE	0.067	56.000	0.000	NA		NA
5850255	5850256	CCNA_02968	CCNA_02969			FALSE	0.158	26.000	0.000	NA		NA
5850256	5850257	CCNA_02969	CCNA_02970			FALSE	0.091	43.000	0.000	NA		NA
5850258	5850259	CCNA_02971	CCNA_02972			FALSE	0.060	76.000	0.000	NA		NA
5850260	5850261	CCNA_02973	CCNA_02974	relB-3	relE-3	FALSE	0.495	-3.000	0.000	NA		NA
5850261	5850262	CCNA_02974	CCNA_02975	relE-3		FALSE	0.133	30.000	0.000	NA		NA
5850264	5850265	CCNA_02977	CCNA_02978	sigU		FALSE	0.012	247.000	0.000	1.000	N	NA
5850266	5850267	CCNA_02979	CCNA_02980			TRUE	0.916	-24.000	0.025	1.000	Y	NA
5850268	5850269	CCNA_02981	CCNA_02982			FALSE	0.044	178.000	0.000	1.000	N	NA
5850269	5850270	CCNA_02982	CCNA_02983			TRUE	0.690	44.000	0.000	1.000	Y	NA
5850270	5850271	CCNA_02983	CCNA_02984			TRUE	0.845	-3.000	0.034	1.000		NA
5850271	5850272	CCNA_02984	CCNA_02985			TRUE	0.626	0.000	0.000	1.000		NA
5850274	5850275	CCNA_02987	CCNA_02988			FALSE	0.061	67.000	0.000	NA		NA
5850275	5850276	CCNA_02988	CCNA_02989			FALSE	0.060	76.000	0.000	NA		NA
5850279	5850280	CCNA_02992	CCNA_02993			TRUE	0.504	0.000	0.000	NA		NA
5850280	5850281	CCNA_02993	CCNA_02994			FALSE	0.044	178.000	0.000	1.000	N	NA
5850283	5850284	CCNA_02996	CCNA_02997			FALSE	0.096	133.000	0.000	1.000		NA
5850284	5850285	CCNA_02997	CCNA_02998			FALSE	0.014	187.000	0.000	NA		NA
5850285	5850286	CCNA_02998	CCNA_02999			FALSE	0.020	174.000	0.000	NA		NA
5850286	5850287	CCNA_02999	CCNA_03000			TRUE	0.954	-3.000	0.271	NA		NA
5850287	5850288	CCNA_03000	CCNA_03001			TRUE	0.689	75.000	0.542	NA		NA
5850288	5850289	CCNA_03001	CCNA_03002			FALSE	0.029	165.000	0.000	NA		NA
5850290	5850291	CCNA_03003	CCNA_03004			TRUE	0.924	0.000	0.056	0.068		NA
5850291	5850292	CCNA_03004	CCNA_03005			TRUE	0.781	11.000	0.056	NA		NA
5850292	5850293	CCNA_03005	CCNA_03006			FALSE	0.055	138.000	0.000	NA		NA
5850293	5850294	CCNA_03006	CCNA_03007			TRUE	0.868	121.000	0.210	1.000	Y	NA
5850294	5850295	CCNA_03007	CCNA_03008			FALSE	0.274	30.000	0.006	1.000		NA
5850295	5850296	CCNA_03008	CCNA_03009			TRUE	0.655	-3.000	0.002	1.000		NA
5850297	5850298	CCNA_03010	CCNA_03011			FALSE	0.066	91.000	0.000	NA		NA
5850299	5850300	CCNA_03012	CCNA_03013			TRUE	0.890	142.000	0.551	1.000	Y	NA
5850301	5850302	CCNA_03014	CCNA_03015			FALSE	0.225	-31.000	0.000	NA		NA
5850302	5850303	CCNA_03015	CCNA_03016			FALSE	0.325	12.000	0.000	NA		NA
5850303	5850304	CCNA_03016	CCNA_03017			TRUE	0.835	4.000	0.042	1.000		NA
5850305	5850306	CCNA_R0073	CCNA_03018			FALSE	0.279	14.000	0.000	NA		NA
5850309	5850310	CCNA_03021	CCNA_03022			TRUE	0.822	-30.000	0.167	NA		NA
5850310	5850311	CCNA_03022	CCNA_03023			TRUE	0.681	-90.000	0.100	NA		NA
5850311	5850312	CCNA_03023	CCNA_03024			FALSE	0.018	221.000	0.000	1.000	N	NA
5850313	5850314	CCNA_03025	CCNA_03026			TRUE	0.993	-3.000	0.392	0.067	Y	NA
5850314	5850315	CCNA_03026	CCNA_03027			TRUE	0.826	163.000	0.592	1.000	Y	NA
5850316	5850317	CCNA_03028	CCNA_03029			TRUE	0.926	-3.000	0.083	1.000	N	NA
5850319	5850320	CCNA_03031	CCNA_03032			TRUE	0.969	-3.000	0.408	NA	N	NA
5850322	5850323	CCNA_03034	CCNA_03035			FALSE	0.060	76.000	0.000	NA		NA
5850323	5850324	CCNA_03035	CCNA_03036			TRUE	0.927	81.000	0.889	NA	Y	NA
5850324	5850325	CCNA_03036	CCNA_03037		cpaF	TRUE	0.986	4.000	0.265	NA	Y	NA
5850325	5850326	CCNA_03037	CCNA_03038	cpaF	cpaE	TRUE	0.990	1.000	0.294	1.000	Y	NA
5850326	5850327	CCNA_03038	CCNA_03039	cpaE	cpaD	TRUE	0.963	0.000	0.300	NA	N	NA
5850327	5850328	CCNA_03039	CCNA_03040	cpaD	cpaC	TRUE	0.936	10.000	0.300	NA	N	NA
5850328	5850329	CCNA_03040	CCNA_03041	cpaC	cpaB	TRUE	0.993	-3.000	0.600	NA	Y	NA
5850329	5850330	CCNA_03041	CCNA_03042	cpaB	cpaA	TRUE	0.617	190.000	0.429	NA	Y	NA
5850330	5850331	CCNA_03042	CCNA_03043	cpaA	pilA	TRUE	0.680	175.000	0.375	NA	Y	NA
5850332	5850333	CCNA_03044	CCNA_03045			FALSE	0.329	93.000	0.056	NA		NA
5850333	5850334	CCNA_03045	CCNA_03046			TRUE	0.986	-3.000	0.194	NA	Y	NA
5850335	5850336	CCNA_03047	CCNA_03048			TRUE	0.987	-3.000	0.180	1.000	Y	NA
5850336	5850337	CCNA_03048	CCNA_03049			FALSE	0.136	54.000	0.009	NA		NA
5850337	5850338	CCNA_03049	CCNA_03050			FALSE	0.117	136.000	0.009	NA		NA
5850338	5850339	CCNA_03050	CCNA_03051			FALSE	0.016	179.000	0.000	NA		NA
5850339	5850340	CCNA_03051	CCNA_03052			FALSE	0.010	204.000	0.000	NA		NA
5850344	5850345	CCNA_03056	CCNA_03057			FALSE	0.072	99.000	0.000	NA		NA
5850345	5850346	CCNA_03057	CCNA_03058			FALSE	0.460	3.000	0.000	NA		NA
5850346	5850347	CCNA_03058	CCNA_03059			FALSE	0.495	-3.000	0.000	NA		NA
5850348	5850349	CCNA_03060	CCNA_03061			FALSE	0.299	93.000	0.047	NA		NA
5850350	5850351	CCNA_03062	CCNA_03063			FALSE	0.001	418.000	0.000	NA		NA
5850351	5850352	CCNA_03063	CCNA_03064			TRUE	0.933	-19.000	0.643	NA		NA
5850354	5850355	CCNA_03066	CCNA_03067			FALSE	0.119	92.000	0.000	NA	N	NA
5850356	5850357	CCNA_03068	CCNA_03069			FALSE	0.495	-3.000	0.000	NA		NA
5850357	5850358	CCNA_03069	CCNA_03070			FALSE	0.440	4.000	0.000	NA		NA
5850358	5850359	CCNA_03070	CCNA_03071			FALSE	0.013	217.000	0.000	1.000		NA
5850359	5850360	CCNA_03071	CCNA_03072			FALSE	0.099	81.000	0.000	1.000		NA
5850360	5850361	CCNA_03072	CCNA_03073			FALSE	0.061	78.000	0.000	NA		NA
5850361	5850362	CCNA_03073	CCNA_03074			TRUE	0.971	0.000	0.500	NA		NA
5850362	5850363	CCNA_03074	CCNA_03075			TRUE	0.617	-3.000	0.000	1.000		NA
5850363	5850364	CCNA_03075	CCNA_03076			FALSE	0.107	94.000	0.000	1.000		NA
5850364	5850365	CCNA_03076	CCNA_03077			FALSE	0.088	44.000	0.000	NA		NA
5850365	5850366	CCNA_03077	CCNA_03078			FALSE	0.473	2.000	0.000	NA		NA
5850367	5850368	CCNA_03079	CCNA_03080	parE-4	parD_4	TRUE	0.900	-52.000	0.607	NA		NA
5850368	5850369	CCNA_03080	CCNA_03081	parD_4		FALSE	0.012	197.000	0.000	NA		NA
5850369	5850370	CCNA_03081	CCNA_03082			FALSE	0.003	266.000	0.000	NA		NA
5850370	5850371	CCNA_03082	CCNA_03083			FALSE	0.001	716.000	0.000	NA		NA
5850371	5850372	CCNA_03083	CCNA_03084			FALSE	0.076	103.000	0.000	NA		NA
5850372	5850373	CCNA_03084	CCNA_03085			FALSE	0.077	105.000	0.000	NA		NA
5850373	5850374	CCNA_03085	CCNA_03086			FALSE	0.391	64.000	0.087	NA		NA
5850375	5850376	CCNA_03087	CCNA_03088			FALSE	0.446	-7.000	0.000	1.000		NA
5850377	5850378	CCNA_03089	CCNA_03090			FALSE	0.207	19.000	0.000	NA		NA
5850379	5850380	CCNA_03091	CCNA_03092			FALSE	0.465	101.000	0.100	NA		NA
5850380	5850381	CCNA_03092	CCNA_03093			TRUE	0.729	9.000	0.012	1.000	N	NA
5850382	5850383	CCNA_03094	CCNA_03095			TRUE	0.512	40.000	0.071	1.000		NA
5850383	5850384	CCNA_03095	CCNA_03096			FALSE	0.108	163.000	0.000	0.076		NA
5850384	5850385	CCNA_03096	CCNA_03097			FALSE	0.002	517.000	0.000	1.000	N	NA
5850387	5850388	CCNA_03099	CCNA_03100			FALSE	0.073	51.000	0.000	NA		NA
5850388	5850389	CCNA_03100	CCNA_03101			FALSE	0.200	98.000	0.004	1.000	N	NA
5850389	5850390	CCNA_03101	CCNA_03102			TRUE	0.627	-3.000	0.006	NA		NA
5850391	5850392	CCNA_03103	CCNA_03104			TRUE	0.976	10.000	0.147	1.000	Y	NA
5850394	5850395	CCNA_03106	CCNA_03107			FALSE	0.171	137.000	0.011	NA	N	NA
5850398	5850399	CCNA_03110	CCNA_03111			FALSE	0.440	4.000	0.000	NA		NA
5850399	5850400	CCNA_03111	CCNA_03112			FALSE	0.074	117.000	0.000	NA		NA
5850400	5850401	CCNA_03112	CCNA_03113			FALSE	0.002	538.000	0.000	NA	N	NA
5850402	5850403	CCNA_03114	CCNA_03115			FALSE	0.119	33.000	0.000	NA		NA
5850403	5850404	CCNA_03115	CCNA_03116			FALSE	0.076	114.000	0.000	NA		NA
5850404	5850405	CCNA_03116	CCNA_03117			FALSE	0.495	-3.000	0.000	NA		NA
5850406	5850407	CCNA_03118	CCNA_03119			FALSE	0.011	202.000	0.000	NA		NA
5850409	5850410	CCNA_03121	CCNA_03122			FALSE	0.279	-15.000	0.000	NA		NA
5850410	5850411	CCNA_03122	CCNA_03123			TRUE	0.669	-7.000	0.028	NA		NA
5850412	5850413	CCNA_03124	CCNA_03125			TRUE	0.565	6.000	0.000	NA	N	NA
5850413	5850414	CCNA_03125	CCNA_03126			FALSE	0.111	66.000	0.000	NA	N	NA
5850414	5850415	CCNA_03126	CCNA_03127			FALSE	0.008	271.000	0.000	1.000	N	NA
5850416	5850417	CCNA_03128	CCNA_03129			FALSE	0.024	206.000	0.000	1.000	N	NA
5850417	5850418	CCNA_03129	CCNA_03130		ctrA	FALSE	0.010	260.000	0.000	1.000	N	NA
5850418	5850419	CCNA_03130	CCNA_03131	ctrA		FALSE	0.023	415.000	0.000	NA	Y	NA
5850419	5850420	CCNA_03131	CCNA_03132		higA	TRUE	0.677	43.000	0.000	NA	Y	NA
5850420	5850421	CCNA_03132	CCNA_03133	higA	higB	FALSE	0.344	-6.000	0.000	NA		NA
5850422	5850423	CCNA_03134	CCNA_03135		fliI	FALSE	0.413	59.000	0.079	1.000		NA
5850423	5850424	CCNA_03135	CCNA_03136	fliI	fliJ	TRUE	0.927	3.000	0.158	NA		NA
5850424	5850425	CCNA_03136	CCNA_03137	fliJ		TRUE	0.963	2.000	0.429	NA		NA
5850425	5850426	CCNA_03137	CCNA_03138		katG	FALSE	0.003	375.000	0.000	1.000	N	NA
5850428	5850429	CCNA_03140	CCNA_03141			FALSE	0.171	51.000	0.000	1.000	N	NA
5850430	5850431	CCNA_03142	CCNA_03143			FALSE	0.006	391.000	0.000	0.066	N	NA
5850431	5850432	CCNA_03143	CCNA_03144		dnaG	FALSE	0.183	122.000	0.002	1.000	N	NA
5850433	5850434	CCNA_03145	CCNA_03146			FALSE	0.279	-15.000	0.000	NA		NA
5850434	5850435	CCNA_03146	CCNA_03147			FALSE	0.065	89.000	0.000	NA		NA
5850435	5850436	CCNA_03147	CCNA_03148			FALSE	0.076	103.000	0.000	NA		NA
5850436	5850437	CCNA_03148	CCNA_03149			FALSE	0.002	295.000	0.000	NA		NA
5850439	5850440	CCNA_03151	CCNA_03152			FALSE	0.003	302.000	0.000	1.000		NA
5850440	5850441	CCNA_03152	CCNA_03153			TRUE	0.769	-3.000	0.020	NA		NA
5850441	5850442	CCNA_03153	CCNA_03154			FALSE	0.315	33.000	0.020	NA		NA
5850442	5850443	CCNA_03154	CCNA_03155			FALSE	0.042	150.000	0.000	NA		NA
5850443	5850444	CCNA_03155	CCNA_03156			TRUE	0.962	11.000	0.848	NA		NA
5850444	5850445	CCNA_03156	CCNA_03157			TRUE	0.979	-3.000	0.808	NA		NA
5850445	5850446	CCNA_03157	CCNA_03158			TRUE	0.716	102.000	0.462	NA		NA
5850446	5850447	CCNA_03158	CCNA_03159			TRUE	0.977	0.000	0.500	1.000	N	NA
5850450	5850451	CCNA_03162	CCNA_03163			TRUE	0.553	16.000	0.008	1.000	N	NA
5850455	5850456	CCNA_03167	CCNA_03168			FALSE	0.005	241.000	0.000	NA		NA
5850458	5850459	CCNA_03170	CCNA_03171			FALSE	0.077	49.000	0.000	NA		NA
5850459	5850460	CCNA_03171	CCNA_03172			FALSE	0.420	79.000	0.067	1.000	N	NA
5850461	5850462	CCNA_03173	CCNA_03174			FALSE	0.094	42.000	0.000	NA		NA
5850463	5850464	CCNA_03175	CCNA_03176			FALSE	0.191	-55.000	0.000	NA		NA
5850464	5850465	CCNA_03176	CCNA_03177			FALSE	0.215	28.000	0.000	1.000		NA
5850465	5850466	CCNA_03177	CCNA_03178			FALSE	0.011	249.000	0.000	1.000	N	NA
5850470	5850471	CCNA_03182	CCNA_03183			FALSE	0.066	57.000	0.000	NA		NA
5850471	5850472	CCNA_03183	CCNA_03184			FALSE	0.373	103.000	0.036	1.000	N	NA
5850475	5850476	CCNA_03187	CCNA_03188			FALSE	0.031	215.000	0.000	0.076		NA
5850476	5850477	CCNA_03188	CCNA_03189			FALSE	0.244	25.000	0.000	1.000		NA
5850477	5850478	CCNA_03189	CCNA_03190			TRUE	0.617	-3.000	0.000	1.000		NA
5850479	5850480	CCNA_03191	CCNA_03192			FALSE	0.038	155.000	0.000	NA		NA
5850480	5850481	CCNA_03192	CCNA_03193			TRUE	0.933	0.000	0.143	NA		NA
5850481	5850482	CCNA_03193	CCNA_03194			FALSE	0.279	14.000	0.000	NA		NA
5850486	5850487	CCNA_03198	CCNA_03199			TRUE	0.611	76.000	0.333	NA		NA
5850487	5850488	CCNA_03199	CCNA_03200			TRUE	0.671	104.000	0.333	NA		NA
5850488	5850489	CCNA_03200	CCNA_03201			FALSE	0.181	98.000	0.002	1.000	N	NA
5850489	5850490	CCNA_03201	CCNA_03202			FALSE	0.138	121.000	0.003	1.000		NA
5850491	5850492	CCNA_03203	CCNA_03204			TRUE	0.690	133.000	0.027	1.000	Y	NA
5850492	5850493	CCNA_03204	CCNA_03205			FALSE	0.016	205.000	0.000	1.000		NA
5850493	5850494	CCNA_03205	CCNA_03206			FALSE	0.131	203.000	0.133	1.000		NA
5850494	5850495	CCNA_03206	CCNA_03207			FALSE	0.273	103.000	0.033	NA		NA
5850496	5850497	CCNA_03208	CCNA_03209			TRUE	0.523	30.000	0.048	1.000		NA
5850499	5850500	CCNA_03211	CCNA_03212			TRUE	0.846	31.000	0.600	NA		NA
5850504	5850505	CCNA_03216	CCNA_03217			TRUE	0.693	130.000	0.500	NA		NA
5850506	5850507	CCNA_03218	CCNA_03219		acrB5	TRUE	0.980	4.000	0.579	0.008	N	NA
5850507	5850508	CCNA_03219	CCNA_03220	acrB5		FALSE	0.151	27.000	0.000	NA		NA
5850508	5850509	CCNA_03220	CCNA_03221			FALSE	0.114	34.000	0.000	NA		NA
5850509	5850510	CCNA_03221	CCNA_03222			TRUE	0.526	62.000	0.129	1.000	N	NA
5850510	5850511	CCNA_03222	CCNA_03223			TRUE	0.542	137.000	0.167	1.000	N	NA
5850512	5850513	CCNA_03224	CCNA_03225			FALSE	0.065	89.000	0.000	NA		NA
5850513	5850514	CCNA_03225	CCNA_03226			TRUE	0.892	-3.000	0.045	1.000	N	NA
5850514	5850515	CCNA_03226	CCNA_03227			TRUE	0.626	52.000	0.114	0.075	N	NA
5850515	5850516	CCNA_03227	CCNA_03228			TRUE	0.720	131.000	0.545	1.000		NA
5850516	5850517	CCNA_03228	CCNA_03229			FALSE	0.261	83.000	0.029	1.000		NA
5850517	5850518	CCNA_03229	CCNA_03230			TRUE	0.919	76.000	0.706	1.000	Y	NA
5850519	5850520	CCNA_03231	CCNA_03232	relB-4	relE-4	FALSE	0.299	-12.000	0.000	NA		NA
5850521	5850522	CCNA_03233	CCNA_03234			TRUE	0.911	18.000	0.500	1.000		NA
5850522	5850523	CCNA_03234	CCNA_03235			TRUE	0.955	5.000	0.375	1.000		NA
5850523	5850524	CCNA_03235	CCNA_03236			TRUE	0.612	146.000	0.020	1.000	Y	NA
5850524	5850525	CCNA_03236	CCNA_03237			FALSE	0.268	-18.000	0.000	NA		NA
5850525	5850526	CCNA_03237	CCNA_03238			FALSE	0.495	-3.000	0.000	NA		NA
5850526	5850527	CCNA_03238	CCNA_03239			TRUE	0.919	116.000	0.312	0.027	Y	NA
5850527	5850528	CCNA_03239	CCNA_03240			TRUE	0.858	78.000	0.250	1.000	Y	NA
5850528	5850529	CCNA_03240	CCNA_03241			TRUE	0.926	-3.000	0.082	1.000	N	NA
5850529	5850530	CCNA_03241	CCNA_03242			FALSE	0.436	128.000	0.066	1.000	N	NA
5850530	5850531	CCNA_03242	CCNA_03243			TRUE	0.994	-3.000	0.444	0.059	Y	NA
5850531	5850532	CCNA_03243	CCNA_03244			TRUE	0.627	56.000	0.222	1.000	N	NA
5850535	5850536	CCNA_03247	CCNA_03248			FALSE	0.017	267.000	0.000	0.075	N	NA
5850536	5850537	CCNA_03248	CCNA_03249			FALSE	0.045	359.000	0.000	0.019	Y	NA
5850537	5850538	CCNA_03249	CCNA_03250			FALSE	0.125	96.000	0.000	NA	N	NA
10784573	5850539	CCNA_04004	CCNA_03251			FALSE	0.147	-411.000	0.000	NA		NA
5850540	5850541	CCNA_03252	CCNA_03253			TRUE	0.980	-3.000	0.087	NA	Y	NA
5850541	5850542	CCNA_03253	CCNA_03254			FALSE	0.122	94.000	0.000	NA	N	NA
5850544	5850545	CCNA_03256	CCNA_03257			FALSE	0.055	174.000	0.002	1.000	N	NA
5850545	5850546	CCNA_03257	CCNA_03258			FALSE	0.077	49.000	0.000	NA		NA
5850547	5850548	CCNA_03259	CCNA_03260			TRUE	0.504	14.000	0.000	1.000	N	NA
5850548	5850549	CCNA_03260	CCNA_03261			FALSE	0.500	73.000	0.111	1.000	N	NA
5850549	5850550	CCNA_03261	CCNA_03262			TRUE	0.958	-3.000	0.270	1.000		NA
5850559	5850560	CCNA_03270	CCNA_03272			TRUE	0.553	63.000	0.087	0.065	N	NA
5850561	5850562	CCNA_03274	CCNA_03275			FALSE	0.195	-49.000	0.000	NA		NA
